id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.23618514549473E+019,0,14102515,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0f61f97c,5ec45883,1,0,19771,320,50,2227,0,679,100079,48
8.97288944604643E+017,0,14102810,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,03683bd4,1,0,22267,320,50,2566,3,815,100156,42
1.14544798321028E+018,0,14102314,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7fab210b,2203a096,1,0,15699,320,50,1722,0,35,100083,79
6.35454445989422E+018,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9584c55f,981edffc,1,3,21189,320,50,2424,1,161,100193,71
2.17464841811933E+018,0,14102815,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,415d93a2,1f0bc64f,1,0,22106,320,50,2545,0,167,100084,221
7.69793771602567E+018,1,14102402,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,32a81c40,be6db1d7,1,0,22116,320,50,2547,2,35,-1,13
2.23135749038098E+017,0,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,c3abd355,91108e5e,ad328c4d,1,0,16688,320,50,1873,3,39,-1,23
5.34352243859332E+018,0,14102507,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b98b4e6c,0bcabeaf,1,3,21191,320,50,2424,1,161,100193,71
1.20782081015928E+019,0,14102714,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a64ad88e,e1eae715,1,3,21191,320,50,2424,1,161,100192,71
1.8200807646586E+019,0,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,8992fcb0,a25f5408,1,2,22924,320,50,2650,0,35,-1,157
8.05653719183716E+018,0,14103015,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,a0275e3e,ce88f3b0,1,2,24034,320,50,2754,0,35,100170,246
1.75919005169277E+019,0,14102819,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,328ac810,d787e91b,1,0,19771,320,50,2227,0,935,-1,48
5.25502825743747E+017,0,14102519,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,81f36f7a,d787e91b,1,0,17586,320,50,1991,2,39,-1,33
2.37832845884609E+018,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,074f9bb1,93e28139,c1b53da6,1,0,19251,320,50,2201,3,35,-1,43
1.66439685465299E+019,0,14103000,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,c5a3e054,0135c685,1,0,19743,320,50,2264,3,427,100000,61
1.06479659138185E+019,0,14102914,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e344490e,8a4875bd,1,0,23561,320,50,2691,0,419,-1,212
5.80621111084571E+018,0,14102105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,5db079b5,1,2,15707,320,50,1722,0,35,-1,79
1.40989259799442E+019,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,9b9e7ba0,2347f47a,0f2161f8,a2066811,da15bbfa,ecb851b2,1,2,21767,320,50,2506,0,35,100019,157
1.2363768671374E+019,0,14102601,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,678d4214,0bc44f2a,1,0,20970,320,50,2372,0,813,-1,46
1.52670292568636E+018,0,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,e426dc20,894fb406,1,0,18648,320,50,1092,3,811,100156,61
3.16444996528187E+017,0,14102613,1005,0,6e4efb2c,5449fde7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e20f2e41,a0f5f879,1,0,8330,320,50,761,3,175,100079,23
1.41323458172132E+019,0,14102505,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,41c0cb10,04f5b394,1,0,15705,320,50,1722,0,35,-1,79
1.63198288623026E+019,0,14102212,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1ea9926c,8a6685fe,1,0,21768,320,50,2506,0,35,100148,157
3.32707910413604E+018,1,14102812,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,cc63cb07,1,0,22268,320,50,2566,3,815,100156,42
1.15472628005238E+019,1,14102716,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,6acb4191,b584871e,1f0bc64f,1,0,17016,320,50,1873,3,39,-1,23
5.23369883659017E+018,1,14103014,1002,0,c54454a2,b9c2a69c,50e219e0,ecad2386,7801e8d9,07d7df22,cf0608ef,4514e10a,08ac11ab,0,0,23438,320,50,2684,2,1327,-1,52
1.45650450483774E+019,0,14102112,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5b35d6bb,be6db1d7,1,0,20009,320,50,2283,0,163,100076,95
8.59903136436488E+018,0,14102417,1005,0,dc1e8b06,9d40d8b5,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,5bbbb78d,feb70d53,1,0,17877,320,50,2036,3,47,100037,156
1.58503068873956E+019,1,14102807,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,cd81aa5d,c144e605,1,0,18094,320,50,2060,3,39,100048,23
1.63350451742229E+019,0,14102417,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,974f20c2,025256a2,665db423,1,2,20004,300,50,2283,0,163,100076,95
1.64940136293532E+019,0,14102914,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,974b3a83,e1eae715,1,3,21189,320,50,2424,1,175,100193,71
7.53531243215426E+018,1,14102215,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,90dee1ce,8a4875bd,1,0,4687,320,50,423,2,39,100148,32
3.79466877276066E+018,0,14103003,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,c78a3351,a8b30834,1,2,23143,320,50,2665,0,35,-1,221
4.31797938809294E+018,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,4c3e7d87,9950460b,a5bce124,1,0,19251,320,50,2201,3,35,100084,43
1.34080035412699E+019,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,d467396d,f017265a,31bdffee,1,0,23143,320,50,2665,0,35,-1,221
3.0680757652453E+018,0,14102513,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,43caf5aa,8d96a23d,1,2,17017,320,50,1873,3,39,100061,23
9.15295156292094E+018,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d068e96c,711ee120,1,0,15708,320,50,1722,0,35,-1,79
1.0634514993011E+019,0,14102205,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30067245,0eb711ec,1,0,21762,320,50,2502,0,35,100084,221
1.17718861825782E+019,0,14102708,1005,0,7d50a826,400fbb48,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de1bc0e3,0eb711ec,1,0,22657,320,50,2613,3,167,-1,23
1.44286578083243E+017,0,14102319,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,977b88d9,04f5b394,1,0,4687,320,50,423,2,39,100148,32
4.67958710012807E+018,0,14102919,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,8210d782,be6db1d7,1,0,6558,320,50,571,2,39,-1,32
1.18294327662998E+019,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,6daccfa0,12acbc59,eec2bad8,1,2,377,320,50,112,3,1319,-1,15
8.6015332749791E+018,0,14102811,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5a391d24,779d90c2,1,0,20108,320,50,2299,2,1327,-1,52
1.65239984073007E+019,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7ae0849a,81b42528,1,0,22676,320,50,2616,0,35,100084,51
1.77919897429239E+018,0,14102513,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fe20304b,23885c9e,1,0,20108,320,50,2299,2,1327,-1,52
1.56076008683223E+019,0,14102208,1010,1,85f751fd,c4e18dd6,50e219e0,be8f33ea,7801e8d9,0f2161f8,9cad2105,dab5342c,36b67a2a,4,3,20476,320,50,2348,3,427,100003,61
1.24482018779186E+019,0,14102510,1002,0,ed20607b,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,6a1f3037,54579b8f,c4a565e1,0,0,22293,320,50,2573,0,419,-1,178
8.57619827192937E+018,0,14102518,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff715121,c464aa46,1,0,15701,320,50,1722,0,35,-1,79
8.63448753983781E+018,1,14102405,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d7879808,00b1f3a7,1,0,20345,300,250,2331,2,39,100034,23
1.63972391105247E+019,0,14102706,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d30a3730,e1eae715,1,3,21189,320,50,2424,1,161,100193,71
1.23872742460589E+019,0,14102818,1002,0,ddae5146,d66d4476,50e219e0,ecad2386,7801e8d9,07d7df22,ca080b6f,1c2187ef,43e7b962,0,0,17566,320,50,479,3,39,100081,23
9.6589634930843E+018,0,14102908,1005,1,e54b036a,7e8d8de3,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,296fa44a,6569eeb3,1,0,23561,320,50,2691,0,419,-1,212
8.48996992124626E+017,1,14102522,1002,0,85f751fd,c4e18dd6,50e219e0,255a58c8,7801e8d9,07d7df22,773dc87c,1ff3c910,eb4d3131,0,0,22359,320,50,2580,0,171,100228,108
1.95742726398601E+018,0,14102202,1002,0,294411bf,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,80128dd7,20c08ccb,a32f03a3,0,0,21249,320,50,2441,0,169,100162,91
6.1871278595701E+018,0,14103015,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3b99c42b,61761ee1,1,0,17037,320,50,1934,2,39,-1,16
4.75343051569509E+018,0,14102713,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e4cb4bed,1f0bc64f,1,0,20108,320,50,2299,2,1327,-1,52
1.60683706504247E+019,0,14102211,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7d92a08e,a0f5f879,1,0,21878,320,50,2526,0,35,100075,221
1.13243962742642E+019,0,14102310,1005,1,450d6400,bea33b9a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,03fe6f00,d4897fef,1,0,22133,320,50,1702,0,1059,-1,110
6.12030623405351E+018,0,14102305,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,73cdf774,38c63a3a,1,0,21995,320,50,2533,0,675,100075,48
4.65974092162989E+018,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,521b316b,2347f47a,0f2161f8,82a58929,e77e976f,f87e93a5,1,3,20003,320,50,2282,3,35,-1,117
9.15928696602789E+018,0,14102217,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17e8d834,a0f5f879,1,0,21833,320,50,2522,0,35,-1,221
1.70713403183536E+019,0,14102617,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,00628ec2,9c849290,1,0,22221,320,50,2560,3,43,100181,61
2.05999705304562E+018,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,63e22806,51c080ec,d787e91b,1,3,380,320,50,112,3,1319,-1,15
1.72208045839458E+018,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,fd159987,e1eae715,1,3,21191,320,50,2424,1,161,100193,71
1.21331971305046E+019,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,03641a6d,2347f47a,4ce2e9fc,400badd9,d8656e35,181a1d7d,1,2,20596,320,50,2161,0,35,100034,157
7.94122750641925E+018,0,14102508,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,22288,320,50,2572,3,297,100156,42
9.36490360103139E+018,0,14102112,1005,1,e59ef3fc,0a4015b2,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,f405c141,35dfe54d,1,0,20385,320,50,2338,0,35,-1,79
1.11502743784996E+018,0,14102513,1005,0,2fda93c1,73123598,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dd0a985a,d787e91b,1,0,17877,320,50,2036,3,47,100161,156
1.21127879779442E+019,0,14102517,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c5179b05,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
1.7437724956838E+019,0,14102406,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ea9edeb5,779d90c2,1,0,20108,320,50,2299,2,1319,-1,52
1.26069389591531E+019,0,14102103,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,53819331,8217e0de,1,0,20312,320,50,1780,0,1711,100077,48
5.07459031251015E+018,1,14102203,1005,0,f84e52b6,d7e2f29b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d11f45c9,c7dc7dd8,1,0,19665,320,50,2253,2,303,-1,52
1.22295418957252E+019,0,14102209,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,03683bd4,1,0,9478,320,50,906,3,1451,100156,61
4.39347213968947E+018,0,14102404,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f8cb7d38,44c701de,1,0,17264,320,50,1872,3,39,-1,23
9.7590891154062E+018,0,14102816,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,c3f7117b,1,0,23369,320,50,2680,3,815,100156,42
1.5802575978181E+019,0,14102209,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d78c42e0,49ea3580,1,0,21770,320,50,2507,0,35,100083,157
1.45803075915686E+019,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,34c7b333,478ce7c1,2b61f4fd,1,0,15703,320,50,1722,0,35,-1,79
4.4656358345602E+018,0,14102906,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,c32eaa39,542422a7,1,0,21611,320,50,2480,3,297,100111,61
1.26347500978549E+019,0,14102612,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3f20fd86,44c701de,1,0,22532,320,50,2600,3,39,-1,23
1.5113970600698E+019,0,14102911,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0adc0de1,36b67a2a,1,3,21191,320,50,2424,1,175,100189,71
1.53325753927173E+018,0,14102105,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6f00871,7abbbd5c,1,0,21664,320,50,2492,3,35,-1,43
8.98019716599237E+018,1,14102411,1005,0,85f751fd,c4e18dd6,50e219e0,89bdfe24,2347f47a,0f2161f8,a99f214a,66d3b0ac,a5bce124,1,0,20346,300,250,2331,2,39,-1,23
1.71348528484893E+019,0,14102616,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eef8cffc,8a4875bd,1,0,16208,320,50,1800,3,167,-1,23
5.51126754417593E+018,0,14102110,1005,0,82b03dda,73c4ceaf,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a49e664c,e7816ba8,1,0,20389,320,50,2338,0,35,100079,79
1.3475913715336E+019,0,14102219,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,03683bd4,1,0,9478,320,50,906,3,1451,100156,61
7.21025646504915E+018,1,14102506,1010,1,85f751fd,c4e18dd6,50e219e0,8dd61b17,7801e8d9,cef3e649,4fbfadf8,74b97b05,88fbaa46,5,0,18094,320,50,2060,3,39,-1,23
4.28093013332913E+018,0,14102614,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,8a4875bd,1,0,6392,320,50,547,3,47,-1,23
5.45516443653779E+018,0,14102407,1002,0,85f751fd,c4e18dd6,50e219e0,9f41cdad,7801e8d9,07d7df22,644ce3a9,9e919749,f9ba9057,0,0,21155,320,50,2420,2,35,-1,69
3.3955057178018E+018,1,14102306,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e6f0edd0,80f61b6e,1,0,20093,300,250,2295,2,35,100077,23
1.34711111310152E+019,0,14102415,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f5779ec6,d787e91b,1,0,16208,320,50,1800,3,167,100077,23
7.21266412838372E+018,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,de34378c,1f89f032,1,2,21768,320,50,2506,0,35,-1,157
1.32779385331857E+019,1,14102203,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74661b59,76dc4769,1,0,16920,320,50,1899,0,431,-1,117
1.74734472922198E+018,0,14102914,1010,1,85f751fd,c4e18dd6,50e219e0,eba6b806,7801e8d9,0f2161f8,94dba912,a8096a3e,f07e20f8,4,2,23816,320,50,2728,0,290,-1,42
1.77908314509572E+019,0,14102600,1002,0,f17ebd97,444d31cd,50e219e0,ecad2386,7801e8d9,07d7df22,392c12b7,ab58d8b9,911a3c09,0,0,22167,320,50,2553,2,167,-1,23
1.34444486214204E+019,0,14103009,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3208febc,e9b8d8d7,1,0,22676,320,50,2616,0,35,100083,51
1.17738502098373E+019,0,14102415,1002,0,25ed8d71,84cec276,50e219e0,ecad2386,7801e8d9,07d7df22,6958a60e,a093c22e,766b28b3,0,0,4687,320,50,423,2,39,-1,32
1.45681211477057E+019,0,14102221,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,3cb6769e,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
2.75842746053446E+018,0,14102210,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ca5d61b6,77bf3c3c,1,2,21769,320,50,2507,0,35,100176,157
1.34616256029175E+019,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,68c23e54,13555279,1,0,15701,320,50,1722,0,35,-1,79
4.44184825397687E+018,1,14102714,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8638feb0,597ff2d3,1,2,17654,300,250,1994,2,39,-1,33
1.15271245311632E+018,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,384da3d1,2347f47a,f95efa07,a99f214a,1a1f891d,ef726eae,1,0,21770,320,50,2507,0,35,100176,157
8.36592067531808E+018,0,14102808,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b669bfb2,1aa0e912,1,0,21862,320,50,2524,0,35,-1,221
