id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.46708395976054E+019,1,14102305,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2694c947,76dc4769,1,0,20018,300,250,2286,3,39,100074,23
1.23029751282159E+019,1,14102817,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c65caa1a,8ce34352,1,0,23430,320,50,2683,1,163,-1,212
1.58058439486245E+019,1,14102306,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ad161166,1b13b020,1,0,20352,320,50,2333,0,39,100034,157
1.0732540538591E+018,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,15ac0322,7594f139,1,0,21767,320,50,2506,0,35,100111,157
1.4979040520171E+019,0,14102906,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2de70e78,68b6db2c,1,0,20251,320,50,2323,0,687,100081,48
4.59527262616792E+017,0,14102703,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,9532e6d3,63328eff,ef726eae,1,0,17877,320,50,2036,3,47,-1,156
5.79401823176743E+018,0,14102907,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7a82b6e3,cdf6ea96,1,0,4687,320,50,423,2,39,100148,32
5.14317747005243E+018,0,14102706,1002,0,56e4c612,e6221ce3,50e219e0,ecad2386,7801e8d9,07d7df22,a06a16fa,ed531229,5dc1287b,0,0,5296,320,50,479,3,39,-1,23
5.32305176182098E+018,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,01435fd2,36b67a2a,1,0,22516,320,50,2597,1,167,100004,71
1.91532783816872E+018,1,14102415,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7c57beb4,d787e91b,1,0,19950,320,50,1800,3,167,100075,23
1.38305860888491E+019,0,14102607,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,64a9a2b5,0eb711ec,1,0,15704,320,50,1722,0,35,-1,79
1.0249310897286E+019,0,14103001,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,884297d2,277e7b8c,1,0,17614,320,50,1993,2,1063,-1,33
2.44449962488811E+018,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,de77f79f,7801e8d9,0f2161f8,b5ea54f9,d3280123,56243372,1,0,20633,320,50,2374,3,39,-1,23
5.18120746855012E+018,0,14102919,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,6d3d28a1,895e4e95,eee4aa16,1,0,18595,320,50,2104,3,1831,-1,171
8.92183503939227E+018,0,14102706,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,05775afa,a6f5452c,4ea23a13,1,0,16688,320,50,1873,3,39,-1,23
1.48864032362095E+019,1,14102814,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e256d497,675588ec,1,0,20251,320,50,2323,0,687,100081,48
5.51537356054051E+018,0,14103014,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,170346f2,c1da97a8,66960a7d,0,0,21789,320,50,2512,2,291,-1,52
1.76711495164432E+019,0,14102816,1002,0,5b787406,f3ca2e42,50e219e0,ecad2386,7801e8d9,07d7df22,107062eb,28750afa,43e7b962,0,0,23438,320,50,2684,2,1319,-1,52
1.34208351414293E+019,0,14102704,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bb9d8fc2,89deac5a,1,2,19950,320,50,1800,3,167,-1,23
1.44865843466084E+019,1,14103017,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,c144e605,1,0,22104,320,50,2545,0,431,-1,221
4.95054229461252E+018,0,14102401,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bed263b9,d787e91b,1,0,19771,320,50,2227,0,679,100081,48
1.70943571368899E+019,0,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,dd3e4460,9e3836ff,1,0,22815,320,50,2647,2,35,100148,23
2.14186412335324E+018,1,14102220,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d5d852b,48917a3b,1,0,21894,320,50,2526,0,35,-1,221
4.22709223483431E+017,0,14102807,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de7d2f05,97fff217,1,0,22682,320,50,2528,0,39,100075,221
1.71090278434326E+019,0,14102605,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a50c4fa5,76dc4769,1,0,16208,320,50,1800,3,167,100077,23
1.5734663423856E+019,0,14102514,1002,0,5e44f66a,734324a0,50e219e0,ecad2386,7801e8d9,07d7df22,1feca5b2,6c2b1e77,911a3c09,0,0,6366,300,50,544,3,39,100075,23
9.03528621085557E+018,0,14102514,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,31a0e7ad,44c701de,1,0,20632,320,50,2374,3,39,-1,23
1.05054859170312E+019,0,14102507,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,4de4ac37,064ea426,ee007ad3,4,3,15708,320,50,1722,0,35,-1,79
5.88985897244562E+018,0,14102308,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e5a52c0c,5ec45883,1,0,22137,320,50,1702,0,1059,-1,110
1.76880156471321E+019,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,5d74d2a4,2347f47a,f95efa07,a99f214a,e9d5636f,84ebbcd4,1,0,21770,320,50,2507,0,35,-1,157
1.83069790716738E+019,0,14102109,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2634350b,81b42528,1,0,21731,320,50,2502,0,35,100084,221
1.20352347508626E+019,0,14102804,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c85a3c3,532e05e4,1,0,17212,320,50,1887,3,39,100200,23
1.13444217997603E+019,1,14102706,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f8d11e93,fce66524,1,0,4687,320,50,423,2,39,100148,32
1.34839994301834E+019,0,14102405,1002,0,5014edea,a7870916,50e219e0,ecad2386,7801e8d9,07d7df22,75ee5863,e1d8a888,0d331951,0,0,21411,320,50,2467,2,167,-1,23
7.11589036181569E+018,0,14102208,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,3bb1ddd7,1,0,19143,320,50,2181,0,169,100156,111
1.84187798150085E+018,1,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,2c120a15,963cd3e8,a5fbe35d,1,0,21790,320,50,2513,3,35,-1,68
5.3778323735199E+018,1,14103018,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b2a0f2da,0dc22ebc,1,0,17014,320,50,1872,3,39,-1,23
1.65899882149948E+019,1,14102919,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,8a5a0bfc,00e71d3a,1,0,20072,320,50,2291,3,35,-1,43
5.11785807105759E+017,0,14102607,1002,0,a0a4523d,6a9dcbd8,50e219e0,ecad2386,7801e8d9,07d7df22,9dff8422,929df89a,072c9f1e,0,0,21413,320,50,2467,2,167,100077,23
9.2769573025121E+018,0,14102418,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3296870000,88fe1d5d,1,0,19771,320,50,2227,0,679,100074,48
1.2081791592602E+019,0,14102905,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2810f8d4,0eb711ec,1,0,22815,320,50,2647,2,35,100148,23
1.26944203255228E+019,0,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
1.52687976487117E+019,0,14102300,1005,1,1e25e084,9164b420,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,575e5c97,f39b265e,1,0,17914,320,50,2043,2,39,-1,32
1.10818636909886E+018,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,638a59fd,36b67a2a,1,0,16352,320,50,1823,1,167,100004,71
1.73037593375399E+019,0,14102305,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac475ecf,04f5b394,1,0,22104,320,50,2545,0,35,-1,221
4.86870144682034E+018,0,14103018,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c3a44ed5,56e6ab1d,1,0,17264,320,50,1872,3,39,100173,23
1.81832238486988E+019,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,d17597be,930f8c49,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
1.09746442965829E+019,0,14102817,1002,0,6f34dd1d,1591263c,50e219e0,ecad2386,7801e8d9,07d7df22,b4901d85,86f4224e,a08d16cd,0,0,23205,320,50,2672,0,35,100074,221
1.26284357707718E+019,0,14103015,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,20a19ae3,4ea23a13,1,0,24034,320,50,2754,0,35,100171,246
1.18255097463586E+019,0,14102104,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,81b42528,1,0,15707,320,50,1722,0,35,-1,79
1.66778395486918E+019,0,14102714,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b3f07333,4ea23a13,1,0,17753,320,50,1993,2,1063,-1,33
1.07029154491574E+019,0,14102802,1005,0,6227cf3f,3c6ac0d4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c44ca4c9,be6db1d7,1,0,22554,320,50,1863,3,39,-1,23
1.62176831160453E+019,1,14102513,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,211f96b8,c9a7ccb1,1,0,17262,320,50,1872,3,39,-1,23
7.4217728575848E+018,0,14102908,1005,0,4a02380f,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4398b17c,d787e91b,1,0,19772,320,50,2227,0,935,100075,48
7.11902104937761E+018,0,14102513,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1aaa66da,1f0bc64f,1,0,20108,320,50,2299,2,1327,100084,52
1.35473459797388E+019,0,14102513,1002,0,c54454a2,82a5aac9,50e219e0,ecad2386,7801e8d9,07d7df22,1e7ed0f4,202b73c7,17219cea,0,0,22313,320,50,2573,0,419,-1,178
1.27768146475309E+018,1,14103009,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,238b5997,68b6db2c,1,0,19771,320,50,2227,0,935,-1,48
3.07287067082431E+018,0,14102117,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,52fe09ee,b4b19c97,1,0,21706,320,50,2498,3,169,100111,61
1.05933263452564E+019,0,14103001,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,f82b2a91,00b1f3a7,1,0,22176,320,50,2554,3,167,-1,23
1.99084015010919E+018,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,fbd8c395,fa108f17,e4a6a646,1,0,1037,320,50,178,3,1327,-1,15
1.14089805018378E+019,0,14102906,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,a99f214a,dd7b5e8a,c2d476e2,1,2,23143,320,50,2665,0,35,100061,221
1.75120687727829E+018,0,14102502,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b623d029,fd235d3a,1,0,20394,320,50,2340,3,41,100111,159
1.2357131436279E+019,0,14102303,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6c5f0206,76cb3d08,1,0,16687,320,50,1872,3,39,100173,23
5.67898683704381E+017,0,14102714,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,85830eeb,9b7ee94c,1,0,19771,320,50,2227,0,935,100081,48
1.36912564171407E+019,0,14102505,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,847df7c5,68b6db2c,1,0,20251,320,50,2323,0,687,100081,48
6.54031631987214E+018,0,14102614,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c036a106,ecb851b2,1,0,21679,320,50,2495,2,167,100221,23
1.47002101892877E+019,0,14102800,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,2203a096,1,0,22677,320,50,2617,0,35,-1,51
1.13082969752385E+019,0,14102608,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d847cf3b,8a4875bd,1,0,16208,320,50,1800,3,167,100079,23
1.33644423653776E+019,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,d10e5b02,fbec56bc,1,0,21726,320,50,2502,0,35,100083,221
3.18316670523395E+018,1,14102714,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b934046e,7ea07868,1,0,19771,320,50,2227,0,935,100081,48
2.94407576961225E+017,0,14102106,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,90a4e075,d787e91b,1,0,17654,300,250,1994,2,39,-1,33
1.1996739218811E+019,0,14102307,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f98e6261,0a10024e,1,0,22106,320,50,2545,0,35,-1,221
1.45959132017485E+019,0,14102404,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,581580c1,8a4875bd,1,0,15703,320,50,1722,0,35,100084,79
1.50794899509721E+019,1,14102307,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,09f6ff67,c6263d8a,1,0,22104,320,50,2545,0,35,-1,221
1.4158596835493E+019,0,14103014,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,49597143,848c8a13,18087afc,1,3,23738,320,50,2676,0,299,100176,221
2.240061549341E+018,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,b0070d9a,4ea23a13,1,0,20632,320,50,2374,3,39,-1,23
9.13991819172016E+018,0,14102219,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,49d4269c,2203a096,1,0,15706,320,50,1722,0,35,-1,79
7.79689004684005E+018,0,14102916,1005,0,7d50a826,400fbb48,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,047dc481,7abbbd5c,1,0,22768,320,50,2641,3,35,100013,23
1.15010089415721E+019,0,14102206,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8e87b026,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
5.29821664057705E+018,0,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b7371018,213de82a,1,0,15707,320,50,1722,0,35,100084,79
1.55819292686736E+018,0,14102209,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,56443a9e,8a4875bd,1,0,21894,320,50,2526,0,35,-1,221
6.13113655796505E+018,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,efbd53aa,d787e91b,1,0,23866,320,50,2736,3,33,100171,246
3.2700517487734E+018,1,14102623,1005,0,021cd138,73123598,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4b4d2e41,1f0bc64f,1,0,20633,320,50,2374,3,39,100148,23
1.62517599568803E+019,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,4350dd54,9a22976b,8f4fd1f0,1,0,23144,320,50,2665,0,35,-1,221
1.41224235447399E+019,1,14102713,1002,0,2d4b5815,d6639bc9,50e219e0,ecad2386,7801e8d9,07d7df22,2cb3c3b8,b2989e00,911a3c09,0,0,22701,320,50,2624,0,35,100075,221
2.19257902913172E+018,0,14102615,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,198d7ed2,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
1.58033635021885E+019,0,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,8b752424,e8b63fd8,744ae245,1,0,4687,320,50,423,2,39,100148,32
1.32889253983256E+019,0,14102108,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,97d09878,cb490192,1,0,16208,320,50,1800,3,167,100074,23
2.73851702185494E+018,1,14103014,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,f992816e,dc356277,1,0,23160,320,50,2667,0,47,-1,221
2.61483422427928E+018,0,14102807,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ac234546,8a4875bd,1,0,22683,320,50,2528,0,39,-1,221
4.99602117148557E+018,0,14102213,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,ecb851b2,1,0,21827,320,50,2522,0,35,-1,221
5.46895216011568E+018,0,14102407,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,986618ac,0bcabeaf,1,3,21191,320,50,2424,1,161,100190,71
6.97448226065683E+018,0,14103012,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8ce11055,6332421a,1,0,22676,320,50,2616,0,35,-1,51
1.51060631136423E+019,0,14102616,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2d0747e7,3bc980aa,1,0,21678,320,50,2495,2,167,-1,23
